name,value,year,lastValue,rank,index
Coca-Cola,72537,2000,72537,1,0
Microsoft,70196,2000,70196,2,0
IBM,53183,2000,53183,3,0
Intel,39048,2000,39048,4,0
GE,38127,2000,38127,5,0
Ford,36368,2000,36368,6,0
Disney,33553,2000,33553,7,0
McDonald's,27859,2000,27859,8,0
Mercedes-Benz,21104,2000,21104,9,0
HP,20572,2000,20572,10,0
Cisco,20067,2000,20067,11,0
Toyota,18823,2000,18823,12,0
Coca-Cola,72177.8,2000.1,72537,1,1
Microsoft,69683.2,2000.1,70196,2,1
IBM,53139.9,2000.1,53183,3,1
Intel,38609.7,2000.1,39048,4,1
GE,38553.9,2000.1,38127,5,1
Ford,35740.4,2000.1,36368,6,1
Disney,33456.8,2000.1,33553,7,1
McDonald's,27602,2000.1,27859,8,1
Mercedes-Benz,21166.4,2000.1,21104,9,1
HP,20313.1,2000.1,20572,10,1
Cisco,19781.2,2000.1,20067,11,1
Citi,18828.6,2000.1,18809,12,1
Coca-Cola,71818.6,2000.2,72177.8,1,2
Microsoft,69170.4,2000.2,69683.2,2,2
IBM,53096.8,2000.2,53139.9,3,2
GE,38980.8,2000.2,38553.9,4,2
Intel,38171.4,2000.2,38609.7,5,2
Ford,35112.8,2000.2,35740.4,6,2
Disney,33360.6,2000.2,33456.8,7,2
McDonald's,27345,2000.2,27602,8,2
Mercedes-Benz,21228.8,2000.2,21166.4,9,2
HP,20054.2,2000.2,20313.1,10,2
Cisco,19495.4,2000.2,19781.2,11,2
Citi,18848.2,2000.2,18828.6,12,2
Coca-Cola,71459.4,2000.3,71818.6,1,3
Microsoft,68657.6,2000.3,69170.4,2,3
IBM,53053.7,2000.3,53096.8,3,3
GE,39407.7,2000.3,38980.8,4,3
Intel,37733.1,2000.3,38171.4,5,3
Ford,34485.2,2000.3,35112.8,6,3
Disney,33264.4,2000.3,33360.6,7,3
McDonald's,27088,2000.3,27345,8,3
Mercedes-Benz,21291.2,2000.3,21228.8,9,3
HP,19795.3,2000.3,20054.2,10,3
Cisco,19209.6,2000.3,19495.4,11,3
Citi,18867.8,2000.3,18848.2,12,3
Coca-Cola,71100.2,2000.4,71459.4,1,4
Microsoft,68144.8,2000.4,68657.6,2,4
IBM,53010.6,2000.4,53053.7,3,4
GE,39834.6,2000.4,39407.7,4,4
Intel,37294.8,2000.4,37733.1,5,4
Ford,33857.6,2000.4,34485.2,6,4
Disney,33168.2,2000.4,33264.4,7,4
McDonald's,26831,2000.4,27088,8,4
Mercedes-Benz,21353.6,2000.4,21291.2,9,4
HP,19536.4,2000.4,19795.3,10,4
Cisco,18923.8,2000.4,19209.6,11,4
Citi,18887.4,2000.4,18867.8,12,4
Coca-Cola,70741,2000.5,71100.2,1,5
Microsoft,67632,2000.5,68144.8,2,5
IBM,52967.5,2000.5,53010.6,3,5
GE,40261.5,2000.5,39834.6,4,5
Intel,36856.5,2000.5,37294.8,5,5
Ford,33230,2000.5,33857.6,6,5
Disney,33072,2000.5,33168.2,7,5
McDonald's,26574,2000.5,26831,8,5
Mercedes-Benz,21416,2000.5,21353.6,9,5
HP,19277.5,2000.5,19536.4,10,5
Citi,18907,2000.5,18887.4,11,5
Toyota,18700.5,2000.5,18725,12,5
Coca-Cola,70381.8,2000.6,70741,1,6
Microsoft,67119.2,2000.6,67632,2,6
IBM,52924.4,2000.6,52967.5,3,6
GE,40688.4,2000.6,40261.5,4,6
Intel,36418.2,2000.6,36856.5,5,6
Disney,32975.8,2000.6,33072,6,6
Ford,32602.4,2000.6,33230,7,6
McDonald's,26317,2000.6,26574,8,6
Mercedes-Benz,21478.4,2000.6,21416,9,6
HP,19018.6,2000.6,19277.5,10,6
Citi,18926.6,2000.6,18907,11,6
Toyota,18676,2000.6,18700.5,12,6
Coca-Cola,70022.6,2000.7,70381.8,1,7
Microsoft,66606.4,2000.7,67119.2,2,7
IBM,52881.3,2000.7,52924.4,3,7
GE,41115.3,2000.7,40688.4,4,7
Intel,35979.9,2000.7,36418.2,5,7
Disney,32879.6,2000.7,32975.8,6,7
Ford,31974.8,2000.7,32602.4,7,7
McDonald's,26060,2000.7,26317,8,7
Mercedes-Benz,21540.8,2000.7,21478.4,9,7
Citi,18946.2,2000.7,18926.6,10,7
HP,18759.7,2000.7,19018.6,11,7
Toyota,18651.5,2000.7,18676,12,7
Coca-Cola,69663.4,2000.8,70022.6,1,8
Microsoft,66093.6,2000.8,66606.4,2,8
IBM,52838.2,2000.8,52881.3,3,8
GE,41542.2,2000.8,41115.3,4,8
Intel,35541.6,2000.8,35979.9,5,8
Disney,32783.4,2000.8,32879.6,6,8
Ford,31347.2,2000.8,31974.8,7,8
McDonald's,25803,2000.8,26060,8,8
Mercedes-Benz,21603.2,2000.8,21540.8,9,8
Citi,18965.8,2000.8,18946.2,10,8
Toyota,18627,2000.8,18651.5,11,8
HP,18500.8,2000.8,18759.7,12,8
Coca-Cola,69304.2,2000.9,69663.4,1,9
Microsoft,65580.8,2000.9,66093.6,2,9
IBM,52795.1,2000.9,52838.2,3,9
GE,41969.1,2000.9,41542.2,4,9
Intel,35103.3,2000.9,35541.6,5,9
Disney,32687.2,2000.9,32783.4,6,9
Ford,30719.6,2000.9,31347.2,7,9
McDonald's,25546,2000.9,25803,8,9
Mercedes-Benz,21665.6,2000.9,21603.2,9,9
Citi,18985.4,2000.9,18965.8,10,9
Toyota,18602.5,2000.9,18627,11,9
HP,18241.9,2000.9,18500.8,12,9
Coca-Cola,68945,2001,69304.2,1,10
Microsoft,65068,2001,65580.8,2,10
IBM,52752,2001,52795.1,3,10
GE,42396,2001,41969.1,4,10
Intel,34665,2001,35103.3,5,10
Disney,32591,2001,32687.2,6,10
Ford,30092,2001,30719.6,7,10
McDonald's,25289,2001,25546,8,10
Mercedes-Benz,21728,2001,21665.6,9,10
Citi,19005,2001,18985.4,10,10
Toyota,18578,2001,18602.5,11,10
HP,17983,2001,18241.9,12,10
Coca-Cola,69014.2,2001.1,68945,1,11
Microsoft,64970.3,2001.1,65068,2,11
IBM,52595.6,2001.1,52752,3,11
GE,42287.5,2001.1,42396,4,11
Intel,34284.6,2001.1,34665,5,11
Disney,32257.5,2001.1,32591,6,11
Ford,29123.1,2001.1,30092,7,11
McDonald's,25397.6,2001.1,25289,8,11
Mercedes-Benz,21656.2,2001.1,21728,9,11
Citi,18911.1,2001.1,19005,10,11
Toyota,18665,2001.1,18578,11,11
HP,17862.3,2001.1,17983,12,11
Coca-Cola,69083.4,2001.2,69014.2,1,12
Microsoft,64872.6,2001.2,64970.3,2,12
IBM,52439.2,2001.2,52595.6,3,12
GE,42179,2001.2,42287.5,4,12
Intel,33904.2,2001.2,34284.6,5,12
Disney,31924,2001.2,32257.5,6,12
Ford,28154.2,2001.2,29123.1,7,12
McDonald's,25506.2,2001.2,25397.6,8,12
Mercedes-Benz,21584.4,2001.2,21656.2,9,12
Citi,18817.2,2001.2,18911.1,10,12
Toyota,18752,2001.2,18665,11,12
HP,17741.6,2001.2,17862.3,12,12
Coca-Cola,69152.6,2001.3,69083.4,1,13
Microsoft,64774.9,2001.3,64872.6,2,13
IBM,52282.8,2001.3,52439.2,3,13
GE,42070.5,2001.3,42179,4,13
Intel,33523.8,2001.3,33904.2,5,13
Disney,31590.5,2001.3,31924,6,13
Ford,27185.3,2001.3,28154.2,7,13
McDonald's,25614.8,2001.3,25506.2,8,13
Mercedes-Benz,21512.6,2001.3,21584.4,9,13
Toyota,18839,2001.3,18752,10,13
Citi,18723.3,2001.3,18817.2,11,13
HP,17620.9,2001.3,17741.6,12,13
Coca-Cola,69221.8,2001.4,69152.6,1,14
Microsoft,64677.2,2001.4,64774.9,2,14
IBM,52126.4,2001.4,52282.8,3,14
GE,41962,2001.4,42070.5,4,14
Intel,33143.4,2001.4,33523.8,5,14
Disney,31257,2001.4,31590.5,6,14
Ford,26216.4,2001.4,27185.3,7,14
McDonald's,25723.4,2001.4,25614.8,8,14
Mercedes-Benz,21440.8,2001.4,21512.6,9,14
Toyota,18926,2001.4,18839,10,14
Citi,18629.4,2001.4,18723.3,11,14
HP,17500.2,2001.4,17620.9,12,14
Coca-Cola,69291,2001.5,69221.8,1,15
Microsoft,64579.5,2001.5,64677.2,2,15
IBM,51970,2001.5,52126.4,3,15
GE,41853.5,2001.5,41962,4,15
Intel,32763,2001.5,33143.4,5,15
Disney,30923.5,2001.5,31257,6,15
McDonald's,25832,2001.5,25723.4,7,15
Ford,25247.5,2001.5,26216.4,8,15
Mercedes-Benz,21369,2001.5,21440.8,9,15
Toyota,19013,2001.5,18926,10,15
Citi,18535.5,2001.5,18629.4,11,15
HP,17379.5,2001.5,17500.2,12,15
Coca-Cola,69360.2,2001.6,69291,1,16
Microsoft,64481.8,2001.6,64579.5,2,16
IBM,51813.6,2001.6,51970,3,16
GE,41745,2001.6,41853.5,4,16
Intel,32382.6,2001.6,32763,5,16
Disney,30590,2001.6,30923.5,6,16
McDonald's,25940.6,2001.6,25832,7,16
Ford,24278.6,2001.6,25247.5,8,16
Mercedes-Benz,21297.2,2001.6,21369,9,16
Toyota,19100,2001.6,19013,10,16
Citi,18441.6,2001.6,18535.5,11,16
HP,17258.8,2001.6,17379.5,12,16
Coca-Cola,69429.4,2001.7,69360.2,1,17
Microsoft,64384.1,2001.7,64481.8,2,17
IBM,51657.2,2001.7,51813.6,3,17
GE,41636.5,2001.7,41745,4,17
Intel,32002.2,2001.7,32382.6,5,17
Disney,30256.5,2001.7,30590,6,17
McDonald's,26049.2,2001.7,25940.6,7,17
Ford,23309.7,2001.7,24278.6,8,17
Mercedes-Benz,21225.4,2001.7,21297.2,9,17
Toyota,19187,2001.7,19100,10,17
Citi,18347.7,2001.7,18441.6,11,17
HP,17138.1,2001.7,17258.8,12,17
Coca-Cola,69498.6,2001.8,69429.4,1,18
Microsoft,64286.4,2001.8,64384.1,2,18
IBM,51500.8,2001.8,51657.2,3,18
GE,41528,2001.8,41636.5,4,18
Intel,31621.8,2001.8,32002.2,5,18
Disney,29923,2001.8,30256.5,6,18
McDonald's,26157.8,2001.8,26049.2,7,18
Ford,22340.8,2001.8,23309.7,8,18
Mercedes-Benz,21153.6,2001.8,21225.4,9,18
Toyota,19274,2001.8,19187,10,18
Citi,18253.8,2001.8,18347.7,11,18
HP,17017.4,2001.8,17138.1,12,18
Coca-Cola,69567.8,2001.9,69498.6,1,19
Microsoft,64188.7,2001.9,64286.4,2,19
IBM,51344.4,2001.9,51500.8,3,19
GE,41419.5,2001.9,41528,4,19
Intel,31241.4,2001.9,31621.8,5,19
Disney,29589.5,2001.9,29923,6,19
McDonald's,26266.4,2001.9,26157.8,7,19
Ford,21371.9,2001.9,22340.8,8,19
Mercedes-Benz,21081.8,2001.9,21153.6,9,19
Toyota,19361,2001.9,19274,10,19
Citi,18159.9,2001.9,18253.8,11,19
HP,16896.7,2001.9,17017.4,12,19
Coca-Cola,69637,2002,69567.8,1,20
Microsoft,64091,2002,64188.7,2,20
IBM,51188,2002,51344.4,3,20
GE,41311,2002,41419.5,4,20
Intel,30861,2002,31241.4,5,20
Disney,29256,2002,29589.5,6,20
McDonald's,26375,2002,26266.4,7,20
Mercedes-Benz,21010,2002,21081.8,8,20
Ford,20403,2002,21371.9,9,20
Toyota,19448,2002,19361,10,20
Citi,18066,2002,18159.9,11,20
HP,16776,2002,16896.7,12,20
Coca-Cola,69718.6,2002.1,69637,1,21
Microsoft,64199.3,2002.1,64091,2,21
IBM,51245.9,2002.1,51188,3,21
GE,41413.9,2002.1,41311,4,21
Intel,30886.1,2002.1,30861,5,21
Disney,29134,2002.1,29256,6,21
McDonald's,26207.4,2002.1,26375,7,21
Mercedes-Benz,21046.1,2002.1,21010,8,21
Ford,20069.3,2002.1,20403,9,21
Toyota,19581.6,2002.1,19448,10,21
Citi,18116.5,2002.1,18066,11,21
HP,17084.4,2002.1,16776,12,21
Coca-Cola,69800.2,2002.2,69718.6,1,22
Microsoft,64307.6,2002.2,64199.3,2,22
IBM,51303.8,2002.2,51245.9,3,22
GE,41516.8,2002.2,41413.9,4,22
Intel,30911.2,2002.2,30886.1,5,22
Disney,29012,2002.2,29134,6,22
McDonald's,26039.8,2002.2,26207.4,7,22
Mercedes-Benz,21082.2,2002.2,21046.1,8,22
Ford,19735.6,2002.2,20069.3,9,22
Toyota,19715.2,2002.2,19581.6,10,22
Citi,18167,2002.2,18116.5,11,22
HP,17392.8,2002.2,17084.4,12,22
Coca-Cola,69881.8,2002.3,69800.2,1,23
Microsoft,64415.9,2002.3,64307.6,2,23
IBM,51361.7,2002.3,51303.8,3,23
GE,41619.7,2002.3,41516.8,4,23
Intel,30936.3,2002.3,30911.2,5,23
Disney,28890,2002.3,29012,6,23
McDonald's,25872.2,2002.3,26039.8,7,23
Mercedes-Benz,21118.3,2002.3,21082.2,8,23
Toyota,19848.8,2002.3,19715.2,9,23
Ford,19401.9,2002.3,19735.6,10,23
Citi,18217.5,2002.3,18167,11,23
HP,17701.2,2002.3,17392.8,12,23
Coca-Cola,69963.4,2002.4,69881.8,1,24
Microsoft,64524.2,2002.4,64415.9,2,24
IBM,51419.6,2002.4,51361.7,3,24
GE,41722.6,2002.4,41619.7,4,24
Intel,30961.4,2002.4,30936.3,5,24
Disney,28768,2002.4,28890,6,24
McDonald's,25704.6,2002.4,25872.2,7,24
Mercedes-Benz,21154.4,2002.4,21118.3,8,24
Toyota,19982.4,2002.4,19848.8,9,24
Ford,19068.2,2002.4,19401.9,10,24
Citi,18268,2002.4,18217.5,11,24
HP,18009.6,2002.4,17701.2,12,24
Coca-Cola,70045,2002.5,69963.4,1,25
Microsoft,64632.5,2002.5,64524.2,2,25
IBM,51477.5,2002.5,51419.6,3,25
GE,41825.5,2002.5,41722.6,4,25
Intel,30986.5,2002.5,30961.4,5,25
Disney,28646,2002.5,28768,6,25
McDonald's,25537,2002.5,25704.6,7,25
Mercedes-Benz,21190.5,2002.5,21154.4,8,25
Toyota,20116,2002.5,19982.4,9,25
Ford,18734.5,2002.5,19068.2,10,25
Citi,18318.5,2002.5,18268,11,25
HP,18318,2002.5,18009.6,12,25
Coca-Cola,70126.6,2002.6,70045,1,26
Microsoft,64740.8,2002.6,64632.5,2,26
IBM,51535.4,2002.6,51477.5,3,26
GE,41928.4,2002.6,41825.5,4,26
Intel,31011.6,2002.6,30986.5,5,26
Disney,28524,2002.6,28646,6,26
McDonald's,25369.4,2002.6,25537,7,26
Mercedes-Benz,21226.6,2002.6,21190.5,8,26
Toyota,20249.6,2002.6,20116,9,26
HP,18626.4,2002.6,18318,10,26
Ford,18400.8,2002.6,18734.5,11,26
Citi,18369,2002.6,18318.5,12,26
Coca-Cola,70208.2,2002.7,70126.6,1,27
Microsoft,64849.1,2002.7,64740.8,2,27
IBM,51593.3,2002.7,51535.4,3,27
GE,42031.3,2002.7,41928.4,4,27
Intel,31036.7,2002.7,31011.6,5,27
Disney,28402,2002.7,28524,6,27
McDonald's,25201.8,2002.7,25369.4,7,27
Mercedes-Benz,21262.7,2002.7,21226.6,8,27
Toyota,20383.2,2002.7,20249.6,9,27
HP,18934.8,2002.7,18626.4,10,27
Citi,18419.5,2002.7,18369,11,27
Ford,18067.1,2002.7,18400.8,12,27
Coca-Cola,70289.8,2002.8,70208.2,1,28
Microsoft,64957.4,2002.8,64849.1,2,28
IBM,51651.2,2002.8,51593.3,3,28
GE,42134.2,2002.8,42031.3,4,28
Intel,31061.8,2002.8,31036.7,5,28
Disney,28280,2002.8,28402,6,28
McDonald's,25034.2,2002.8,25201.8,7,28
Mercedes-Benz,21298.8,2002.8,21262.7,8,28
Toyota,20516.8,2002.8,20383.2,9,28
HP,19243.2,2002.8,18934.8,10,28
Citi,18470,2002.8,18419.5,11,28
Ford,17733.4,2002.8,18067.1,12,28
Coca-Cola,70371.4,2002.9,70289.8,1,29
Microsoft,65065.7,2002.9,64957.4,2,29
IBM,51709.1,2002.9,51651.2,3,29
GE,42237.1,2002.9,42134.2,4,29
Intel,31086.9,2002.9,31061.8,5,29
Disney,28158,2002.9,28280,6,29
McDonald's,24866.6,2002.9,25034.2,7,29
Mercedes-Benz,21334.9,2002.9,21298.8,8,29
Toyota,20650.4,2002.9,20516.8,9,29
HP,19551.6,2002.9,19243.2,10,29
Citi,18520.5,2002.9,18470,11,29
Ford,17399.7,2002.9,17733.4,12,29
Coca-Cola,70453,2003,70371.4,1,30
Microsoft,65174,2003,65065.7,2,30
IBM,51767,2003,51709.1,3,30
GE,42340,2003,42237.1,4,30
Intel,31112,2003,31086.9,5,30
Disney,28036,2003,28158,6,30
McDonald's,24699,2003,24866.6,7,30
Mercedes-Benz,21371,2003,21334.9,8,30
Toyota,20784,2003,20650.4,9,30
HP,19860,2003,19551.6,10,30
Citi,18571,2003,18520.5,11,30
Ford,17066,2003,17399.7,12,30
Coca-Cola,70147.1,2003.1,70453,1,31
Microsoft,64793.8,2003.1,65174,2,31
IBM,51969.4,2003.1,51767,3,31
GE,42517.1,2003.1,42340,4,31
Intel,31350.7,2003.1,31112,5,31
Disney,27943.7,2003.1,28036,6,31
McDonald's,24729.2,2003.1,24699,7,31
Mercedes-Benz,21367,2003.1,21371,8,31
Toyota,20972.9,2003.1,20784,9,31
HP,19971.8,2003.1,19860,10,31
Citi,18711,2003.1,18571,11,31
American Express,16918,2003.1,16833,12,31
Coca-Cola,69841.2,2003.2,70147.1,1,32
Microsoft,64413.6,2003.2,64793.8,2,32
IBM,52171.8,2003.2,51969.4,3,32
GE,42694.2,2003.2,42517.1,4,32
Intel,31589.4,2003.2,31350.7,5,32
Disney,27851.4,2003.2,27943.7,6,32
McDonald's,24759.4,2003.2,24729.2,7,32
Mercedes-Benz,21363,2003.2,21367,8,32
Toyota,21161.8,2003.2,20972.9,9,32
HP,20083.6,2003.2,19971.8,10,32
Citi,18851,2003.2,18711,11,32
American Express,17003,2003.2,16918,12,32
Coca-Cola,69535.3,2003.3,69841.2,1,33
Microsoft,64033.4,2003.3,64413.6,2,33
IBM,52374.2,2003.3,52171.8,3,33
GE,42871.3,2003.3,42694.2,4,33
Intel,31828.1,2003.3,31589.4,5,33
Disney,27759.1,2003.3,27851.4,6,33
McDonald's,24789.6,2003.3,24759.4,7,33
Mercedes-Benz,21359,2003.3,21363,8,33
Toyota,21350.7,2003.3,21161.8,9,33
HP,20195.4,2003.3,20083.6,10,33
Citi,18991,2003.3,18851,11,33
American Express,17088,2003.3,17003,12,33
Coca-Cola,69229.4,2003.4,69535.3,1,34
Microsoft,63653.2,2003.4,64033.4,2,34
IBM,52576.6,2003.4,52374.2,3,34
GE,43048.4,2003.4,42871.3,4,34
Intel,32066.8,2003.4,31828.1,5,34
Disney,27666.8,2003.4,27759.1,6,34
McDonald's,24819.8,2003.4,24789.6,7,34
Toyota,21539.6,2003.4,21350.7,8,34
Mercedes-Benz,21355,2003.4,21359,9,34
HP,20307.2,2003.4,20195.4,10,34
Citi,19131,2003.4,18991,11,34
American Express,17173,2003.4,17088,12,34
Coca-Cola,68923.5,2003.5,69229.4,1,35
Microsoft,63273,2003.5,63653.2,2,35
IBM,52779,2003.5,52576.6,3,35
GE,43225.5,2003.5,43048.4,4,35
Intel,32305.5,2003.5,32066.8,5,35
Disney,27574.5,2003.5,27666.8,6,35
McDonald's,24850,2003.5,24819.8,7,35
Toyota,21728.5,2003.5,21539.6,8,35
Mercedes-Benz,21351,2003.5,21355,9,35
HP,20419,2003.5,20307.2,10,35
Citi,19271,2003.5,19131,11,35
American Express,17258,2003.5,17173,12,35
Coca-Cola,68617.6,2003.6,68923.5,1,36
Microsoft,62892.8,2003.6,63273,2,36
IBM,52981.4,2003.6,52779,3,36
GE,43402.6,2003.6,43225.5,4,36
Intel,32544.2,2003.6,32305.5,5,36
Disney,27482.2,2003.6,27574.5,6,36
McDonald's,24880.2,2003.6,24850,7,36
Toyota,21917.4,2003.6,21728.5,8,36
Mercedes-Benz,21347,2003.6,21351,9,36
HP,20530.8,2003.6,20419,10,36
Citi,19411,2003.6,19271,11,36
American Express,17343,2003.6,17258,12,36
Coca-Cola,68311.7,2003.7,68617.6,1,37
Microsoft,62512.6,2003.7,62892.8,2,37
IBM,53183.8,2003.7,52981.4,3,37
GE,43579.7,2003.7,43402.6,4,37
Intel,32782.9,2003.7,32544.2,5,37
Disney,27389.9,2003.7,27482.2,6,37
McDonald's,24910.4,2003.7,24880.2,7,37
Toyota,22106.3,2003.7,21917.4,8,37
Mercedes-Benz,21343,2003.7,21347,9,37
HP,20642.6,2003.7,20530.8,10,37
Citi,19551,2003.7,19411,11,37
American Express,17428,2003.7,17343,12,37
Coca-Cola,68005.8,2003.8,68311.7,1,38
Microsoft,62132.4,2003.8,62512.6,2,38
IBM,53386.2,2003.8,53183.8,3,38
GE,43756.8,2003.8,43579.7,4,38
Intel,33021.6,2003.8,32782.9,5,38
Disney,27297.6,2003.8,27389.9,6,38
McDonald's,24940.6,2003.8,24910.4,7,38
Toyota,22295.2,2003.8,22106.3,8,38
Mercedes-Benz,21339,2003.8,21343,9,38
HP,20754.4,2003.8,20642.6,10,38
Citi,19691,2003.8,19551,11,38
American Express,17513,2003.8,17428,12,38
Coca-Cola,67699.9,2003.9,68005.8,1,39
Microsoft,61752.2,2003.9,62132.4,2,39
IBM,53588.6,2003.9,53386.2,3,39
GE,43933.9,2003.9,43756.8,4,39
Intel,33260.3,2003.9,33021.6,5,39
Disney,27205.3,2003.9,27297.6,6,39
McDonald's,24970.8,2003.9,24940.6,7,39
Toyota,22484.1,2003.9,22295.2,8,39
Mercedes-Benz,21335,2003.9,21339,9,39
HP,20866.2,2003.9,20754.4,10,39
Citi,19831,2003.9,19691,11,39
American Express,17598,2003.9,17513,12,39
Coca-Cola,67394,2004,67699.9,1,40
Microsoft,61372,2004,61752.2,2,40
IBM,53791,2004,53588.6,3,40
GE,44111,2004,43933.9,4,40
Intel,33499,2004,33260.3,5,40
Disney,27113,2004,27205.3,6,40
McDonald's,25001,2004,24970.8,7,40
Toyota,22673,2004,22484.1,8,40
Mercedes-Benz,21331,2004,21335,9,40
HP,20978,2004,20866.2,10,40
Citi,19971,2004,19831,11,40
American Express,17683,2004,17598,12,40
Coca-Cola,67407.1,2004.1,67394,1,41
Microsoft,61228.9,2004.1,61372,2,41
IBM,53749.5,2004.1,53791,3,41
GE,44399.5,2004.1,44111,4,41
Intel,33707.9,2004.1,33499,5,41
Disney,27045.8,2004.1,27113,6,41
McDonald's,25102.3,2004.1,25001,7,41
Toyota,22889.4,2004.1,22673,8,41
Mercedes-Benz,21198.5,2004.1,21331,9,41
HP,20766.8,2004.1,20978,10,41
Citi,19970.6,2004.1,19971,11,41
American Express,17770.6,2004.1,17683,12,41
Coca-Cola,67420.2,2004.2,67407.1,1,42
Microsoft,61085.8,2004.2,61228.9,2,42
IBM,53708,2004.2,53749.5,3,42
GE,44688,2004.2,44399.5,4,42
Intel,33916.8,2004.2,33707.9,5,42
Disney,26978.6,2004.2,27045.8,6,42
McDonald's,25203.6,2004.2,25102.3,7,42
Toyota,23105.8,2004.2,22889.4,8,42
Mercedes-Benz,21066,2004.2,21198.5,9,42
HP,20555.6,2004.2,20766.8,10,42
Citi,19970.2,2004.2,19970.6,11,42
American Express,17858.2,2004.2,17770.6,12,42
Coca-Cola,67433.3,2004.3,67420.2,1,43
Microsoft,60942.7,2004.3,61085.8,2,43
IBM,53666.5,2004.3,53708,3,43
GE,44976.5,2004.3,44688,4,43
Intel,34125.7,2004.3,33916.8,5,43
Disney,26911.4,2004.3,26978.6,6,43
McDonald's,25304.9,2004.3,25203.6,7,43
Toyota,23322.2,2004.3,23105.8,8,43
Mercedes-Benz,20933.5,2004.3,21066,9,43
HP,20344.4,2004.3,20555.6,10,43
Citi,19969.8,2004.3,19970.2,11,43
American Express,17945.8,2004.3,17858.2,12,43
Coca-Cola,67446.4,2004.4,67433.3,1,44
Microsoft,60799.6,2004.4,60942.7,2,44
IBM,53625,2004.4,53666.5,3,44
GE,45265,2004.4,44976.5,4,44
Intel,34334.6,2004.4,34125.7,5,44
Disney,26844.2,2004.4,26911.4,6,44
McDonald's,25406.2,2004.4,25304.9,7,44
Toyota,23538.6,2004.4,23322.2,8,44
Mercedes-Benz,20801,2004.4,20933.5,9,44
HP,20133.2,2004.4,20344.4,10,44
Citi,19969.4,2004.4,19969.8,11,44
American Express,18033.4,2004.4,17945.8,12,44
Coca-Cola,67459.5,2004.5,67446.4,1,45
Microsoft,60656.5,2004.5,60799.6,2,45
IBM,53583.5,2004.5,53625,3,45
GE,45553.5,2004.5,45265,4,45
Intel,34543.5,2004.5,34334.6,5,45
Disney,26777,2004.5,26844.2,6,45
McDonald's,25507.5,2004.5,25406.2,7,45
Toyota,23755,2004.5,23538.6,8,45
Mercedes-Benz,20668.5,2004.5,20801,9,45
Citi,19969,2004.5,19969.4,10,45
HP,19922,2004.5,20133.2,11,45
American Express,18121,2004.5,18033.4,12,45
Coca-Cola,67472.6,2004.6,67459.5,1,46
Microsoft,60513.4,2004.6,60656.5,2,46
IBM,53542,2004.6,53583.5,3,46
GE,45842,2004.6,45553.5,4,46
Intel,34752.4,2004.6,34543.5,5,46
Disney,26709.8,2004.6,26777,6,46
McDonald's,25608.8,2004.6,25507.5,7,46
Toyota,23971.4,2004.6,23755,8,46
Mercedes-Benz,20536,2004.6,20668.5,9,46
Citi,19968.6,2004.6,19969,10,46
HP,19710.8,2004.6,19922,11,46
American Express,18208.6,2004.6,18121,12,46
Coca-Cola,67485.7,2004.7,67472.6,1,47
Microsoft,60370.3,2004.7,60513.4,2,47
IBM,53500.5,2004.7,53542,3,47
GE,46130.5,2004.7,45842,4,47
Intel,34961.3,2004.7,34752.4,5,47
Disney,26642.6,2004.7,26709.8,6,47
McDonald's,25710.1,2004.7,25608.8,7,47
Toyota,24187.8,2004.7,23971.4,8,47
Mercedes-Benz,20403.5,2004.7,20536,9,47
Citi,19968.2,2004.7,19968.6,10,47
HP,19499.6,2004.7,19710.8,11,47
American Express,18296.2,2004.7,18208.6,12,47
Coca-Cola,67498.8,2004.8,67485.7,1,48
Microsoft,60227.2,2004.8,60370.3,2,48
IBM,53459,2004.8,53500.5,3,48
GE,46419,2004.8,46130.5,4,48
Intel,35170.2,2004.8,34961.3,5,48
Disney,26575.4,2004.8,26642.6,6,48
McDonald's,25811.4,2004.8,25710.1,7,48
Toyota,24404.2,2004.8,24187.8,8,48
Mercedes-Benz,20271,2004.8,20403.5,9,48
Citi,19967.8,2004.8,19968.2,10,48
HP,19288.4,2004.8,19499.6,11,48
American Express,18383.8,2004.8,18296.2,12,48
Coca-Cola,67511.9,2004.9,67498.8,1,49
Microsoft,60084.1,2004.9,60227.2,2,49
IBM,53417.5,2004.9,53459,3,49
GE,46707.5,2004.9,46419,4,49
Intel,35379.1,2004.9,35170.2,5,49
Disney,26508.2,2004.9,26575.4,6,49
McDonald's,25912.7,2004.9,25811.4,7,49
Toyota,24620.6,2004.9,24404.2,8,49
Mercedes-Benz,20138.5,2004.9,20271,9,49
Citi,19967.4,2004.9,19967.8,10,49
HP,19077.2,2004.9,19288.4,11,49
American Express,18471.4,2004.9,18383.8,12,49
Coca-Cola,67525,2005,67511.9,1,50
Microsoft,59941,2005,60084.1,2,50
IBM,53376,2005,53417.5,3,50
GE,46996,2005,46707.5,4,50
Intel,35588,2005,35379.1,5,50
Disney,26441,2005,26508.2,6,50
McDonald's,26014,2005,25912.7,7,50
Toyota,24837,2005,24620.6,8,50
Mercedes-Benz,20006,2005,20138.5,9,50
Citi,19967,2005,19967.4,10,50
HP,18866,2005,19077.2,11,50
American Express,18559,2005,18471.4,12,50
Coca-Cola,67472.5,2005.1,67525,1,51
Microsoft,59639.5,2005.1,59941,2,51
IBM,53658.5,2005.1,53376,3,51
GE,47187.1,2005.1,46996,4,51
